HOG	OG	Gene Tree Parent Clade	Arabidopsis_thaliana	Beta_vulgaris	Betula_pendula	Camellia_sinensis	Cinnamomum_kanehirae	Cucumis_sativus	Eucalyptus_grandis	Ginkgo_biloba	Malania_oleifera	Malus_domestica	Medicago_truncatula	Mimulus_guttatus	Nicotiana_tabacum	Physcomitrella_patens	Picea_abies	Pinus_tabuliformis	Populus_tremula	Prunus_avium	Salix_purpurea	Sequoiadendron_giganteum	Taxus_chinensis	Vitis_vinifera	Welwitschia_mirabilis	Zostera_marina
N21.HOG0017840	OG0008556	n14						Cucsa.263920.1.v1.122 gene=Cucsa.263920.v1 seq_id=scaffold02330 type=cds																		
N21.HOG0017841	OG0008557	n12						Cucsa.118650.1.v1.122 gene=Cucsa.118650.v1 seq_id=scaffold00998 type=cds																		
N21.HOG0017842	OG0008557	n20			Betpen_Bpev01.c1058.g0008.m0001, Betpen_Bpev01.c1058.g0004.m0001																					
N21.HOG0017843	OG0008558	n13			Betpen_Bpev01.c0189.g0074.m0001, Betpen_Bpev01.c3520.g0001.m0001			Cucsa.118600.1.v1.122 gene=Cucsa.118600.v1 seq_id=scaffold00998 type=cds																		
N21.HOG0017844	OG0008559	n0			Betpen_Bpev01.c0353.g0027.m0001			Cucsa.004460.1.v1.122 gene=Cucsa.004460.v1 seq_id=scaffold00053 type=cds																		
N21.HOG0017845	OG0008560	n0			Betpen_Bpev01.c0571.g0010.m0001			Cucsa.087730.1.v1.122 gene=Cucsa.087730.v1 seq_id=scaffold00888 type=cds																		
N21.HOG0017846	OG0008561	n0			Betpen_Bpev01.c1267.g0007.m0001																					
N21.HOG0017847	OG0008562	n4			Betpen_Bpev01.c2431.g0001.m0001, Betpen_Bpev01.c0145.g0075.m0001			Cucsa.200220.1.v1.122 gene=Cucsa.200220.v1 seq_id=scaffold01365 type=cds																		
N21.HOG0017848	OG0008562	n26			Betpen_Bpev01.c0134.g0120.m0001																					
N21.HOG0017849	OG0008563	n14			Betpen_Bpev01.c0752.g0006.m0001																					
N21.HOG0017850	OG0008564	n3						Cucsa.128910.1.v1.122 gene=Cucsa.128910.v1 seq_id=scaffold01028 type=cds																		
N21.HOG0017851	OG0008565	n0			Betpen_Bpev01.c0022.g0128.m0001			Cucsa.323010.1.v1.122 gene=Cucsa.323010.v1 seq_id=scaffold03080 type=cds																		
N21.HOG0017852	OG0008566	n0						Cucsa.044030.1.v1.122 gene=Cucsa.044030.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0017853	OG0008567	n0			Betpen_Bpev01.c0022.g0097.m0001, Betpen_Bpev01.c0022.g0098.m0001																					
N21.HOG0017854	OG0008568	n0			Betpen_Bpev01.c0261.g0068.m0001			Cucsa.089130.1.v1.122 gene=Cucsa.089130.v1 seq_id=scaffold00894 type=cds																		
N21.HOG0017855	OG0008569	n0			Betpen_Bpev01.c2310.g0005.m0001			Cucsa.148030.2.v1.122 gene=Cucsa.148030.v1 seq_id=scaffold01107 type=cds																		
N21.HOG0017856	OG0008570	n0			Betpen_Bpev01.c0658.g0009.m0001			Cucsa.234170.1.v1.122 gene=Cucsa.234170.v1 seq_id=scaffold01999 type=cds																		
N21.HOG0017857	OG0008571	n0			Betpen_Bpev01.c1130.g0005.m0002, Betpen_Bpev01.c1130.g0005.m0001			Cucsa.377940.1.v1.122 gene=Cucsa.377940.v1 seq_id=scaffold03806 type=cds																		
N21.HOG0017858	OG0008572	n8			Betpen_Bpev01.c0862.g0004.m0001			Cucsa.250510.1.v1.122 gene=Cucsa.250510.v1 seq_id=scaffold02219 type=cds																		
N21.HOG0017859	OG0008573	n16			Betpen_Bpev01.c0862.g0006.m0001			Cucsa.101670.1.v1.122 gene=Cucsa.101670.v1 seq_id=scaffold00927 type=cds																		
N21.HOG0017860	OG0008575	n0			Betpen_Bpev01.c0356.g0020.m0001			Cucsa.350760.1.v1.122 gene=Cucsa.350760.v1 seq_id=scaffold03504 type=cds																		
N21.HOG0017861	OG0008576	n9			Betpen_Bpev01.c0673.g0004.m0001			Cucsa.162940.1.v1.122 gene=Cucsa.162940.v1 seq_id=scaffold01144 type=cds																		
N21.HOG0017862	OG0008577	n11			Betpen_Bpev01.c0376.g0003.m0001			Cucsa.112450.1.v1.122 gene=Cucsa.112450.v1 seq_id=scaffold00953 type=cds																		
N21.HOG0017863	OG0008578	n0			Betpen_Bpev01.c0894.g0010.m0001			Cucsa.056050.1.v1.122 gene=Cucsa.056050.v1 seq_id=scaffold00602 type=cds																		
N21.HOG0017864	OG0008579	n0			Betpen_Bpev01.c0488.g0034.m0001			Cucsa.365770.1.v1.122 gene=Cucsa.365770.v1 seq_id=scaffold03611 type=cds																		
N21.HOG0017865	OG0008580	n5			Betpen_Bpev01.c1602.g0017.m0001, Betpen_Bpev01.c1602.g0016.m0001																					
N21.HOG0017866	OG0008580	n18			Betpen_Bpev01.c0667.g0022.m0001																					
N21.HOG0017867	OG0008581	n0			Betpen_Bpev01.c1189.g0004.m0001			Cucsa.319850.1.v1.122 gene=Cucsa.319850.v1 seq_id=scaffold03078 type=cds																		
N21.HOG0017868	OG0008582	n0			Betpen_Bpev01.c0038.g0037.m0001, Betpen_Bpev01.c0027.g0033.m0001			Cucsa.394280.1.v1.122 gene=Cucsa.394280.v1 seq_id=scaffold04100 type=cds																		
N21.HOG0017869	OG0008583	n8						Cucsa.207470.1.v1.122 gene=Cucsa.207470.v1 seq_id=scaffold01443 type=cds																		
N21.HOG0017870	OG0008583	n18			Betpen_Bpev01.c0383.g0027.m0001			Cucsa.146720.2.v1.122 gene=Cucsa.146720.v1 seq_id=scaffold01100 type=cds																		
N21.HOG0017871	OG0008584	n10			Betpen_Bpev01.c1382.g0024.m0001			Cucsa.151870.1.v1.122 gene=Cucsa.151870.v1 seq_id=scaffold01119 type=cds																		
N21.HOG0017872	OG0008585	n0			Betpen_Bpev01.c0089.g0053.m0001			Cucsa.180110.1.v1.122 gene=Cucsa.180110.v1 seq_id=scaffold01233 type=cds																		
N21.HOG0017873	OG0008586	n0			Betpen_Bpev01.c2439.g0002.m0001			Cucsa.179840.1.v1.122 gene=Cucsa.179840.v1 seq_id=scaffold01233 type=cds																		
N21.HOG0017874	OG0008587	n0			Betpen_Bpev01.c1321.g0003.m0001			Cucsa.185260.1.v1.122 gene=Cucsa.185260.v1 seq_id=scaffold01274 type=cds																		
N21.HOG0017875	OG0008588	n9						Cucsa.139690.1.v1.122 gene=Cucsa.139690.v1 seq_id=scaffold01066 type=cds																		
N21.HOG0017876	OG0008588	n19			Betpen_Bpev01.c0620.g0009.m0001																					
N21.HOG0017877	OG0008589	n11			Betpen_Bpev01.c1352.g0005.m0001			Cucsa.185100.1.v1.122 gene=Cucsa.185100.v1 seq_id=scaffold01274 type=cds																		
N21.HOG0017878	OG0008590	n0			Betpen_Bpev01.c0442.g0013.m0001			Cucsa.106890.1.v1.122 gene=Cucsa.106890.v1 seq_id=scaffold00930 type=cds																		
N21.HOG0017879	OG0008591	n0			Betpen_Bpev01.c1044.g0001.m0001			Cucsa.139780.1.v1.122 gene=Cucsa.139780.v1 seq_id=scaffold01066 type=cds																		
N21.HOG0017880	OG0008592	n3			Betpen_Bpev01.c1228.g0005.m0001			Cucsa.046570.1.v1.122 gene=Cucsa.046570.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0017881	OG0008593	n4			Betpen_Bpev01.c0229.g0026.m0001			Cucsa.047750.1.v1.122 gene=Cucsa.047750.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0017882	OG0008594	n0			Betpen_Bpev01.c0569.g0009.m0001, Betpen_Bpev01.c2159.g0003.m0001, Betpen_Bpev01.c0948.g0008.m0001			Cucsa.003830.1.v1.122 gene=Cucsa.003830.v1 seq_id=scaffold00046 type=cds																		
N21.HOG0017883	OG0008595	n9			Betpen_Bpev01.c0964.g0009.m0001			Cucsa.321750.1.v1.122 gene=Cucsa.321750.v1 seq_id=scaffold03080 type=cds																		
N21.HOG0017884	OG0008596	n0			Betpen_Bpev01.c0121.g0038.m0001			Cucsa.241930.1.v1.122 gene=Cucsa.241930.v1 seq_id=scaffold02047 type=cds																		
N21.HOG0017885	OG0008597	n0			Betpen_Bpev01.c0327.g0064.m0001			Cucsa.241040.1.v1.122 gene=Cucsa.241040.v1 seq_id=scaffold02047 type=cds																		
N21.HOG0017886	OG0008598	n0			Betpen_Bpev01.c0019.g0003.m0001			Cucsa.306590.1.v1.122 gene=Cucsa.306590.v1 seq_id=scaffold02977 type=cds																		
N21.HOG0017887	OG0008599	n0			Betpen_Bpev01.c0223.g0009.m0001			Cucsa.063650.1.v1.122 gene=Cucsa.063650.v1 seq_id=scaffold00674 type=cds																		
N21.HOG0017888	OG0008600	n0			Betpen_Bpev01.c0467.g0020.m0001			Cucsa.307400.1.v1.122 gene=Cucsa.307400.v1 seq_id=scaffold02977 type=cds, Cucsa.065740.1.v1.122 gene=Cucsa.065740.v1 seq_id=scaffold00696 type=cds																		
N21.HOG0017889	OG0008601	n4			Betpen_Bpev01.c0213.g0007.m0001, Betpen_Bpev01.c1344.g0007.m0001			Cucsa.175540.1.v1.122 gene=Cucsa.175540.v1 seq_id=scaffold01225 type=cds																		
N21.HOG0017890	OG0008601	n23						Cucsa.066320.1.v1.122 gene=Cucsa.066320.v1 seq_id=scaffold00696 type=cds																		
N21.HOG0017891	OG0008602	n0			Betpen_Bpev01.c0484.g0025.m0001			Cucsa.172130.1.v1.122 gene=Cucsa.172130.v1 seq_id=scaffold01196 type=cds																		
N21.HOG0017892	OG0008603	n0			Betpen_Bpev01.c1308.g0005.m0001			Cucsa.236530.1.v1.122 gene=Cucsa.236530.v1 seq_id=scaffold02018 type=cds																		
N21.HOG0017893	OG0008604	n0			Betpen_Bpev01.c0275.g0030.m0001																					
N21.HOG0017894	OG0008605	n13			Betpen_Bpev01.c0736.g0003.m0001																					
N21.HOG0017895	OG0008605	n21						Cucsa.398190.1.v1.122 gene=Cucsa.398190.v1 seq_id=scaffold04158 type=cds, Cucsa.398180.1.v1.122 gene=Cucsa.398180.v1 seq_id=scaffold04158 type=cds, Cucsa.388260.1.v1.122 gene=Cucsa.388260.v1 seq_id=scaffold03967 type=cds																		
N21.HOG0017896	OG0008606	n0			Betpen_Bpev01.c1355.g0002.m0001			Cucsa.069810.1.v1.122 gene=Cucsa.069810.v1 seq_id=scaffold00715 type=cds																		
N21.HOG0017897	OG0008607	n0			Betpen_Bpev01.c0029.g0006.m0001			Cucsa.242700.1.v1.122 gene=Cucsa.242700.v1 seq_id=scaffold02047 type=cds																		
N21.HOG0017898	OG0008608	n0			Betpen_Bpev01.c0029.g0030.m0001			Cucsa.242840.1.v1.122 gene=Cucsa.242840.v1 seq_id=scaffold02047 type=cds																		
N21.HOG0017899	OG0008609	n0			Betpen_Bpev01.c0897.g0007.m0001			Cucsa.167120.1.v1.122 gene=Cucsa.167120.v1 seq_id=scaffold01154 type=cds																		
N21.HOG0017900	OG0008610	n0			Betpen_Bpev01.c0760.g0002.m0001			Cucsa.094370.1.v1.122 gene=Cucsa.094370.v1 seq_id=scaffold00919 type=cds																		
N21.HOG0017901	OG0008611	n0						Cucsa.086830.1.v1.122 gene=Cucsa.086830.v1 seq_id=scaffold00873 type=cds																		
N21.HOG0017902	OG0008612	n0			Betpen_Bpev01.c0867.g0006.m0001																					
N21.HOG0017903	OG0008613	n0			Betpen_Bpev01.c0649.g0012.m0001			Cucsa.257830.1.v1.122 gene=Cucsa.257830.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0017904	OG0008614	n0			Betpen_Bpev01.c0582.g0021.m0001			Cucsa.359530.1.v1.122 gene=Cucsa.359530.v1 seq_id=scaffold03588 type=cds																		
N21.HOG0017905	OG0008615	n0			Betpen_Bpev01.c0739.g0020.m0001, Betpen_Bpev01.c0142.g0043.m0001			Cucsa.205170.1.v1.122 gene=Cucsa.205170.v1 seq_id=scaffold01416 type=cds																		
N21.HOG0017906	OG0008616	n6			Betpen_Bpev01.c0062.g0074.m0001			Cucsa.339720.1.v1.122 gene=Cucsa.339720.v1 seq_id=scaffold03356 type=cds																		
N21.HOG0017907	OG0008617	n0			Betpen_Bpev01.c1040.g0001.m0001			Cucsa.156180.1.v1.122 gene=Cucsa.156180.v1 seq_id=scaffold01139 type=cds																		
N21.HOG0017908	OG0008618	n5			Betpen_Bpev01.c0566.g0028.m0001																					
N21.HOG0017909	OG0008618	n13			Betpen_Bpev01.c0052.g0085.m0001			Cucsa.054080.1.v1.122 gene=Cucsa.054080.v1 seq_id=scaffold00582 type=cds																		
N21.HOG0017910	OG0008619	n0			Betpen_Bpev01.c0166.g0031.m0001			Cucsa.238490.1.v1.122 gene=Cucsa.238490.v1 seq_id=scaffold02023 type=cds																		
N21.HOG0017911	OG0008620	n5			Betpen_Bpev01.c0422.g0014.m0002, Betpen_Bpev01.c0422.g0014.m0001			Cucsa.318720.3.v1.122 gene=Cucsa.318720.v1 seq_id=scaffold03076 type=cds																		
N21.HOG0017912	OG0008621	n0			Betpen_Bpev01.c1948.g0003.m0001			Cucsa.027770.1.v1.122 gene=Cucsa.027770.v1 seq_id=scaffold00378 type=cds																		
N21.HOG0017913	OG0008622	n5			Betpen_Bpev01.c1135.g0004.m0001																					
N21.HOG0017914	OG0008622	n8			Betpen_Bpev01.c1135.g0003.m0001			Cucsa.091410.1.v1.122 gene=Cucsa.091410.v1 seq_id=scaffold00894 type=cds																		
N21.HOG0017915	OG0008623	n0			Betpen_Bpev01.c0121.g0049.m0001			Cucsa.241980.1.v1.122 gene=Cucsa.241980.v1 seq_id=scaffold02047 type=cds																		
N21.HOG0017916	OG0008624	n12			Betpen_Bpev01.c3607.g0001.m0001, Betpen_Bpev01.c1141.g0005.m0001			Cucsa.252050.1.v1.122 gene=Cucsa.252050.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0017917	OG0008625	n0			Betpen_Bpev01.c0000.g0116.m0001			Cucsa.078260.1.v1.122 gene=Cucsa.078260.v1 seq_id=scaffold00793 type=cds																		
N21.HOG0017918	OG0008626	n2			Betpen_Bpev01.c1141.g0001.m0001			Cucsa.388090.1.v1.122 gene=Cucsa.388090.v1 seq_id=scaffold03967 type=cds																		
N21.HOG0017919	OG0008626	n24			Betpen_Bpev01.c0089.g0027.m0001, Betpen_Bpev01.c1141.g0002.m0001																					
N21.HOG0017920	OG0008627	n0			Betpen_Bpev01.c0166.g0036.m0001			Cucsa.271860.2.v1.122 gene=Cucsa.271860.v1 seq_id=scaffold02500 type=cds																		
N21.HOG0017921	OG0008628	n0			Betpen_Bpev01.c0190.g0045.m0001			Cucsa.176310.1.v1.122 gene=Cucsa.176310.v1 seq_id=scaffold01225 type=cds																		
N21.HOG0017922	OG0008629	n0			Betpen_Bpev01.c0190.g0085.m0001			Cucsa.067050.1.v1.122 gene=Cucsa.067050.v1 seq_id=scaffold00696 type=cds																		
N21.HOG0017923	OG0008630	n0			Betpen_Bpev01.c0121.g0015.m0001			Cucsa.241840.1.v1.122 gene=Cucsa.241840.v1 seq_id=scaffold02047 type=cds																		
N21.HOG0017924	OG0008631	n0			Betpen_Bpev01.c1111.g0004.m0001			Cucsa.092560.1.v1.122 gene=Cucsa.092560.v1 seq_id=scaffold00905 type=cds																		
N21.HOG0017925	OG0008632	n9			Betpen_Bpev01.c1072.g0006.m0001			Cucsa.143800.1.v1.122 gene=Cucsa.143800.v1 seq_id=scaffold01080 type=cds																		
N21.HOG0017926	OG0008632	n18						Cucsa.143790.1.v1.122 gene=Cucsa.143790.v1 seq_id=scaffold01080 type=cds																		
N21.HOG0017927	OG0008633	n16						Cucsa.065520.1.v1.122 gene=Cucsa.065520.v1 seq_id=scaffold00696 type=cds																		
N21.HOG0017928	OG0008633	n22			Betpen_Bpev01.c0404.g0028.m0001																					
N21.HOG0017929	OG0008634	n0			Betpen_Bpev01.c0027.g0043.m0001			Cucsa.307830.1.v1.122 gene=Cucsa.307830.v1 seq_id=scaffold02978 type=cds																		
N21.HOG0017930	OG0008635	n0			Betpen_Bpev01.c0365.g0043.m0001			Cucsa.174840.1.v1.122 gene=Cucsa.174840.v1 seq_id=scaffold01221 type=cds																		
N21.HOG0017931	OG0008636	n0			Betpen_Bpev01.c1456.g0017.m0001			Cucsa.050220.1.v1.122 gene=Cucsa.050220.v1 seq_id=scaffold00551 type=cds																		
N21.HOG0017932	OG0008637	n0			Betpen_Bpev01.c0425.g0030.m0001			Cucsa.042180.1.v1.122 gene=Cucsa.042180.v1 seq_id=scaffold00540 type=cds																		
N21.HOG0017933	OG0008638	n0			Betpen_Bpev01.c1002.g0002.m0001, Betpen_Bpev01.c0939.g0011.m0001, Betpen_Bpev01.c1002.g0003.m0001			Cucsa.058210.1.v1.122 gene=Cucsa.058210.v1 seq_id=scaffold00614 type=cds																		
N21.HOG0017934	OG0008639	n0			Betpen_Bpev01.c1289.g0007.m0001			Cucsa.058020.1.v1.122 gene=Cucsa.058020.v1 seq_id=scaffold00614 type=cds																		
N21.HOG0017935	OG0008640	n5			Betpen_Bpev01.c1222.g0006.m0001			Cucsa.057620.1.v1.122 gene=Cucsa.057620.v1 seq_id=scaffold00614 type=cds																		
N21.HOG0017936	OG0008641	n0			Betpen_Bpev01.c1222.g0004.m0001			Cucsa.057630.1.v1.122 gene=Cucsa.057630.v1 seq_id=scaffold00614 type=cds																		
N21.HOG0017937	OG0008642	n13						Cucsa.260500.1.v1.122 gene=Cucsa.260500.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0017938	OG0008642	n16			Betpen_Bpev01.c1499.g0002.m0001																					
N21.HOG0017939	OG0008643	n11			Betpen_Bpev01.c0301.g0025.m0001			Cucsa.101030.1.v1.122 gene=Cucsa.101030.v1 seq_id=scaffold00927 type=cds																		
N21.HOG0017940	OG0008644	n0			Betpen_Bpev01.c2001.g0001.m0001			Cucsa.101060.1.v1.122 gene=Cucsa.101060.v1 seq_id=scaffold00927 type=cds																		
N21.HOG0017941	OG0008645	n0			Betpen_Bpev01.c0621.g0007.m0001			Cucsa.059640.1.v1.122 gene=Cucsa.059640.v1 seq_id=scaffold00621 type=cds																		
N21.HOG0017942	OG0008646	n0			Betpen_Bpev01.c0018.g0071.m0001			Cucsa.160340.1.v1.122 gene=Cucsa.160340.v1 seq_id=scaffold01144 type=cds																		
N21.HOG0017943	OG0008647	n0			Betpen_Bpev01.c0929.g0018.m0001																					
N21.HOG0017944	OG0008648	n0			Betpen_Bpev01.c0169.g0012.m0001			Cucsa.378550.1.v1.122 gene=Cucsa.378550.v1 seq_id=scaffold03810 type=cds																		
N21.HOG0017945	OG0008649	n0			Betpen_Bpev01.c0547.g0014.m0001, Betpen_Bpev01.c1069.g0001.m0001			Cucsa.196610.1.v1.122 gene=Cucsa.196610.v1 seq_id=scaffold01357 type=cds																		
N21.HOG0017946	OG0008650	n0			Betpen_Bpev01.c0389.g0028.m0001			Cucsa.251860.1.v1.122 gene=Cucsa.251860.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0017947	OG0008651	n5			Betpen_Bpev01.c0000.g0078.m0001			Cucsa.078440.1.v1.122 gene=Cucsa.078440.v1 seq_id=scaffold00793 type=cds																		
N21.HOG0017948	OG0008652	n0			Betpen_Bpev01.c1046.g0006.m0001			Cucsa.388030.1.v1.122 gene=Cucsa.388030.v1 seq_id=scaffold03967 type=cds																		
N21.HOG0017949	OG0008653	n0			Betpen_Bpev01.c0038.g0132.m0001			Cucsa.075270.1.v1.122 gene=Cucsa.075270.v1 seq_id=scaffold00789 type=cds																		
N21.HOG0017950	OG0008654	n4			Betpen_Bpev01.c0038.g0111.m0001			Cucsa.248980.1.v1.122 gene=Cucsa.248980.v1 seq_id=scaffold02208 type=cds																		
N21.HOG0017951	OG0008655	n0			Betpen_Bpev01.c0566.g0050.m0002, Betpen_Bpev01.c0566.g0050.m0001, Betpen_Bpev01.c0566.g0050.m0003			Cucsa.054150.1.v1.122 gene=Cucsa.054150.v1 seq_id=scaffold00582 type=cds																		
N21.HOG0017952	OG0008656	n12			Betpen_Bpev01.c0566.g0066.m0001			Cucsa.054220.1.v1.122 gene=Cucsa.054220.v1 seq_id=scaffold00582 type=cds																		
N21.HOG0017953	OG0008657	n5			Betpen_Bpev01.c0135.g0049.m0001			Cucsa.300820.1.v1.122 gene=Cucsa.300820.v1 seq_id=scaffold02931 type=cds																		
N21.HOG0017954	OG0008658	n7			Betpen_Bpev01.c2261.g0002.m0001																					
N21.HOG0017955	OG0008658	n23			Betpen_Bpev01.c1773.g0001.m0001																					
N21.HOG0017956	OG0008660	n16						Cucsa.098270.1.v1.122 gene=Cucsa.098270.v1 seq_id=scaffold00923 type=cds																		
N21.HOG0017957	OG0008661	n2			Betpen_Bpev01.c0312.g0010.m0001			Cucsa.121010.1.v1.122 gene=Cucsa.121010.v1 seq_id=scaffold00998 type=cds																		
N21.HOG0017958	OG0008662	n0			Betpen_Bpev01.c0517.g0032.m0001			Cucsa.391630.1.v1.122 gene=Cucsa.391630.v1 seq_id=scaffold04062 type=cds																		
N21.HOG0017959	OG0008663	n0			Betpen_Bpev01.c0015.g0132.m0002, Betpen_Bpev01.c0015.g0132.m0001			Cucsa.366980.1.v1.122 gene=Cucsa.366980.v1 seq_id=scaffold03625 type=cds																		
N21.HOG0017960	OG0008664	n0			Betpen_Bpev01.c0682.g0001.m0001			Cucsa.143300.1.v1.122 gene=Cucsa.143300.v1 seq_id=scaffold01079 type=cds																		
N21.HOG0017961	OG0008665	n0			Betpen_Bpev01.c0470.g0040.m0001			Cucsa.195020.1.v1.122 gene=Cucsa.195020.v1 seq_id=scaffold01349 type=cds																		
N21.HOG0017962	OG0008666	n0			Betpen_Bpev01.c0083.g0006.m0001			Cucsa.044370.1.v1.122 gene=Cucsa.044370.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0017963	OG0008667	n9			Betpen_Bpev01.c0121.g0046.m0001			Cucsa.241960.1.v1.122 gene=Cucsa.241960.v1 seq_id=scaffold02047 type=cds																		
N21.HOG0017964	OG0008668	n22			Betpen_Bpev01.c0082.g0071.m0001			Cucsa.378810.1.v1.122 gene=Cucsa.378810.v1 seq_id=scaffold03810 type=cds																		
N21.HOG0017965	OG0008669	n0			Betpen_Bpev01.c2330.g0010.m0001			Cucsa.165490.1.v1.122 gene=Cucsa.165490.v1 seq_id=scaffold01153 type=cds																		
N21.HOG0017966	OG0008670	n0			Betpen_Bpev01.c0518.g0005.m0001			Cucsa.170020.1.v1.122 gene=Cucsa.170020.v1 seq_id=scaffold01174 type=cds																		
N21.HOG0017967	OG0008671	n0			Betpen_Bpev01.c0191.g0003.m0001			Cucsa.362670.1.v1.122 gene=Cucsa.362670.v1 seq_id=scaffold03611 type=cds																		
N21.HOG0017968	OG0008672	n9			Betpen_Bpev01.c2017.g0003.m0001																					
N21.HOG0017969	OG0008673	n15			Betpen_Bpev01.c0395.g0017.m0001																					
N21.HOG0017970	OG0008674	n0			Betpen_Bpev01.c2425.g0001.m0001			Cucsa.364960.1.v1.122 gene=Cucsa.364960.v1 seq_id=scaffold03611 type=cds																		
N21.HOG0017971	OG0008675	n0			Betpen_Bpev01.c0015.g0189.m0001			Cucsa.258000.1.v1.122 gene=Cucsa.258000.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0017972	OG0008676	n11						Cucsa.348650.1.v1.122 gene=Cucsa.348650.v1 seq_id=scaffold03487 type=cds																		
N21.HOG0017973	OG0008677	n11			Betpen_Bpev01.c0129.g0078.m0001			Cucsa.204960.1.v1.122 gene=Cucsa.204960.v1 seq_id=scaffold01416 type=cds																		
N21.HOG0017974	OG0008678	n5			Betpen_Bpev01.c0027.g0048.m0001			Cucsa.258640.1.v1.122 gene=Cucsa.258640.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0017975	OG0008678	n26			Betpen_Bpev01.c4851.g0001.m0001																					
N21.HOG0017976	OG0008679	n9						Cucsa.083750.1.v1.122 gene=Cucsa.083750.v1 seq_id=scaffold00858 type=cds																		
N21.HOG0017977	OG0008679	n18			Betpen_Bpev01.c0597.g0025.m0001																					
N21.HOG0017978	OG0008680	n0			Betpen_Bpev01.c0863.g0032.m0001			Cucsa.084870.1.v1.122 gene=Cucsa.084870.v1 seq_id=scaffold00862 type=cds																		
N21.HOG0017979	OG0008681	n17			Betpen_Bpev01.c0274.g0068.m0001																					
N21.HOG0017980	OG0008682	n0			Betpen_Bpev01.c1086.g0012.m0001			Cucsa.079760.1.v1.122 gene=Cucsa.079760.v1 seq_id=scaffold00793 type=cds																		
N21.HOG0017981	OG0008683	n0			Betpen_Bpev01.c0141.g0012.m0001			Cucsa.320440.1.v1.122 gene=Cucsa.320440.v1 seq_id=scaffold03080 type=cds																		
N21.HOG0017982	OG0008684	n0			Betpen_Bpev01.c0135.g0003.m0001			Cucsa.278540.1.v1.122 gene=Cucsa.278540.v1 seq_id=scaffold02615 type=cds																		
N21.HOG0017983	OG0008685	n0			Betpen_Bpev01.c0454.g0016.m0001			Cucsa.178540.1.v1.122 gene=Cucsa.178540.v1 seq_id=scaffold01227 type=cds																		
N21.HOG0017984	OG0008686	n0			Betpen_Bpev01.c0016.g0124.m0001			Cucsa.256660.1.v1.122 gene=Cucsa.256660.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0017985	OG0008687	n0			Betpen_Bpev01.c0066.g0055.m0001, Betpen_Bpev01.c0066.g0053.m0001, Betpen_Bpev01.c0066.g0057.m0001, Betpen_Bpev01.c0066.g0056.m0001, Betpen_Bpev01.c1435.g0009.m0001			Cucsa.101810.1.v1.122 gene=Cucsa.101810.v1 seq_id=scaffold00927 type=cds																		
N21.HOG0017986	OG0008688	n0			Betpen_Bpev01.c2320.g0003.m0002, Betpen_Bpev01.c2320.g0003.m0001			Cucsa.058560.1.v1.122 gene=Cucsa.058560.v1 seq_id=scaffold00614 type=cds																		
